audio_file,duration_s,timestamp,S_authority,S_trust,S_clarity,S_fluency,S_warmth,S_cadence,A_f0_mean,A_loudness_db,A_speaking_rate_wps,A_pause_mean_s,A_pause_in_target_ratio,A_int_var_std_db,A_final_f0_drop_st,A_final_loud_drop_db,B_f0_std,B_jitter,B_shimmer,B_pause_ratio,B_spectral_centroid,B_spectral_rolloff,B_noise_floor_db,B_clarity,B_pause_long_ratio,B_pause_micro_ratio,B_filler_like_ratio,B_pause_cv
2_randomized_spec_6115.wav,28.482,2025-11-21T05:48:17,0.0017755936981511805,0.31106998934208013,0.6023606608586841,0.6077709062448711,0.8089377212760923,8.123506719846399e-08,170.42544693474974,-18.140192940601956,4.0,1.0781818181818184,0.0,36.166656494140625,14.580532713145328,9.530670166015625,29.23490555922403,0.01679118380778673,0.08406872302293777,0.4167252283760813,1609.1587988468966,2973.7335526315787,-91.07022508918682,0.7071162280701755,0.3893183415182952,0.015460295150546019,0.004919184820628279,1.5730132708830968
2_randomized_spec_3949.wav,22.515,2025-11-21T06:24:58,0.5215481920012481,0.7832102851679774,0.6112204348600618,0.6339682730640999,0.7723144989867449,0.015220560946228224,171.35667160319522,-13.415874905257244,4.0,1.125,0.0,28.4790096282959,0.0,1.7593879699707031,13.367916482321284,0.01086782134649427,0.10408198833465576,0.40035587186831156,1538.4242292001445,2782.262988454707,-86.828978468603,0.7098134991119005,0.3950177935767341,0.0,0.0,1.2867031274807184
2_randomized_spec_1216.wav,28.278,2025-11-21T06:52:37,0.3050090496120062,0.7338932898141504,0.47424004701675954,0.6182023433636203,0.7433300513953175,0.006029055103654602,190.00426866854477,-13.032283955895327,4.0,1.17,0.0,28.047260284423828,-2.075620353389083,7.8846893310546875,21.901012603018422,0.01698899329995655,0.09310188889503479,0.4143059489938276,1859.5185094776296,3402.2663985148515,-81.46334167865795,0.5868988684582743,0.40155807364017143,0.009206798866529503,0.0,1.7398191171207193
2_randomized_spec_3592.wav,24.833,2025-11-21T07:00:13,0.30267762371689827,0.8515778805726464,0.6038594144619079,0.5969465043336003,0.8711456907509548,0.0007304025285895867,188.2785336900199,-14.979029485948153,4.0,0.96,0.0,46.094566345214844,-3.5820400479087944,15.38631820678711,35.39136660065229,0.012185819406008621,0.0990074947476387,0.4258064515957336,1655.582448593606,3074.8540660225444,-88.46128292711514,0.7124890968867418,0.39435483869377597,0.028225806450474764,0.00322580645148283,1.9217242231629637
2_randomized_spec_1271.wav,35.743,2025-11-21T07:37:09,0.8878643758051695,0.8593899363763512,0.7043134499034186,0.7657282663854105,0.7951032621924037,0.5993454831627182,169.52951535687245,-17.153101554219624,4.0,0.3786206896551724,0.08230683090475066,33.246673583984375,-2.873796563432852,-2.0683135986328125,25.7005398914657,0.014882703664735283,0.12182161957025528,0.30739081746059943,1485.4802728405855,2910.4708473154365,-79.88379795196649,0.7984217701342282,0.23516237401357332,0.0671892497181638,0.0,1.7707391493280655
2_randomized_spec_7991.wav,33.692,2025-11-21T22:23:57,0.06598150099003901,0.5654348313513501,0.6370520250734015,0.6700891364059884,0.5515666477538187,0.01999594333787207,235.51020275559523,-16.336177441420634,4.0,0.3117241379310345,0.08199643493517537,35.42351531982422,1.7084774160218947,2.577688217163086,197.130378955443,0.01947618738202291,0.13860735297203064,0.26856803326593676,1734.3798089038178,3298.970697329377,-59.607536868407564,0.7235565034619189,0.21093285798541495,0.04931669637405476,0.005347593582728829,1.6306645518651899
2_randomized_spec_1699.wav,28.364,2025-11-21T22:35:20,0.687953502674247,0.7568395769098669,0.7268663404646295,0.7008309671447059,0.6153407659839465,0.5500217854659044,187.4412660365128,-17.89443179963789,4.0,0.3683333333333333,0.06422018348397247,36.69563293457031,-1.3647837521695396,-6.558967590332031,20.62901809093353,0.013758550261488192,0.13175338506698608,0.3119266054935806,1401.1055995072932,2694.5747445384072,-82.12744453543236,0.8216834038054969,0.26534932956014995,0.02681721947682367,0.0,1.7465066907031805
2_randomized_spec_2972.wav,31.491,2025-11-21T22:46:38,0.05081712974903142,0.6556044095578449,0.7476719165660257,0.6278452851182269,0.5287582681325708,0.014584218720474558,261.7988915666611,-14.358435596957264,4.0,0.26176470588235295,0.057851239667582606,15.093562126159668,5.000583160598998,0.7579326629638672,325.71870559472836,0.01630409225671428,0.1213022768497467,0.2828989192535633,1185.7581721199292,2184.2956349206347,-58.17344437000131,0.8362896825396826,0.1881754608967522,0.07628734901219683,0.0031786395421748684,1.7475417834895062
2_randomized_spec_3405.wav,26.041,2025-11-21T23:30:21,0.5455538852242517,0.8077768491766685,0.7781122350385702,0.6445449558243231,0.6396604164567217,0.10212742802045248,166.01766928302794,-18.822826551706463,4.0,0.2509090909090909,0.027671022289482282,41.97446060180664,-3.671404223445655,8.156991958618164,21.564749777572107,0.013617129289381961,0.14275819063186646,0.3182167563290462,1292.8615168327347,2581.512615118956,-70.62254951059383,0.8889341903300076,0.2205995388078171,0.055342044578964564,0.0,1.7901435351979509
2_randomized_spec_4186.wav,40.066,2025-11-22T03:24:09,0.4912243833128617,0.8477601906803114,0.820284490379786,0.7280825894216769,0.6135651090069051,0.28734008150450735,171.961863356234,-22.319843381830257,4.0,0.3135,0.08841158840938033,28.865398406982422,-2.9576972162087296,4.213556289672852,21.82805588525225,0.011870880702078278,0.1393996626138687,0.31318681317899133,1123.2509774259192,2209.8264408682635,-58.588908001387026,0.946572999833666,0.23226773226193143,0.05244755244624258,0.006493506493344319,1.4935171643402319
